field,adoption,stable,slope
-0.32,-0.9758047622216021,True,0.07648810564102818
-0.31622222222222224,-0.9754102500092972,True,0.07771975068288076
-0.31244444444444447,-0.9750088419370249,True,0.0789724130313946
-0.30866666666666664,-0.9746004011127858,True,0.08024649304127536
-0.3048888888888889,-0.9741847874656665,True,0.08154239979275868
-0.3011111111111111,-0.9737618571497918,True,0.08286055289630152
-0.29733333333333334,-0.9733314631403729,True,0.08420138057763343
-0.29355555555555557,-0.9728934546376602,True,0.08556532147711843
-0.2897777777777778,-0.9724476770669432,True,0.08695282458736973
-0.28600000000000003,-0.97199397207855,True,0.08836434918874084
-0.28222222222222226,-0.9715321773491667,True,0.08980036540029951
-0.27844444444444444,-0.971062126383154,True,0.09126135472676378
-0.27466666666666667,-0.9705836481151828,True,0.09274781121827669
-0.2708888888888889,-0.9700965677049639,True,0.09426023892327749
-0.26711111111111113,-0.9696007051464711,True,0.09579915612714558
-0.26333333333333336,-0.9690958760626728,True,0.09736509279731323
-0.25955555555555554,-0.968581891308164,True,0.09895859172784008
-0.25577777777777777,-0.9680585563731228,True,0.10058021029245677
-0.252,-0.9675256717806733,True,0.10223051911257103
-0.24822222222222223,-0.9669830322921575,True,0.10391010441450277
-0.24444444444444446,-0.9664304279005453,True,0.10561956484475009
-0.2406666666666667,-0.9658676418436147,True,0.10735951750312758
-0.2368888888888889,-0.9652944519947249,True,0.10913059351712616
-0.23311111111111113,-0.9647106298694059,True,0.11093344098715861
-0.22933333333333333,-0.9641159402279962,True,0.1127687260772591
-0.22555555555555556,-0.9635101418703687,True,0.1146371304207074
-0.2217777777777778,-0.9628929858477928,True,0.11653935648819563
-0.21800000000000003,-0.962264216655027,True,0.11847612375245956
-0.21422222222222223,-0.9616235708395443,True,0.1204481728092862
-0.21044444444444446,-0.9609707775975775,True,0.1224562633656115
-0.20666666666666667,-0.9603055575820283,True,0.12450117772331151
-0.2028888888888889,-0.9596276236971935,True,0.12658371813964422
-0.19911111111111113,-0.9589366797079911,True,0.12870471089698174
-0.19533333333333336,-0.9582324198425973,True,0.13086500730016049
-0.1915555555555556,-0.9575145301832189,True,0.13306547918081543
-0.1877777777777778,-0.9567826854871809,True,0.1353070284031011
-0.18400000000000002,-0.9560365515711116,True,0.13759057929602783
-0.18022222222222226,-0.9552757823307109,True,0.13991708750791734
-0.17644444444444446,-0.9545000217275696,True,0.1422875336353105
-0.1726666666666667,-0.9537089010076243,True,0.14470293142212717
-0.16888888888888892,-0.9529020400919257,True,0.14716432318183373
-0.16511111111111113,-0.9520790455898229,True,0.14967278551803495
-0.16133333333333336,-0.9512395111963248,True,0.15222942774236348
-0.15755555555555556,-0.9503830170960538,True,0.1548353933046432
-0.1537777777777778,-0.9495091277777434,True,0.1574918660267983
-0.15000000000000002,-0.9486173940210585,True,0.1602000636171134
-0.14622222222222225,-0.9477073495189998,True,0.1629612474682757
-0.14244444444444446,-0.9467785120699956,True,0.16577671853204023
-0.13866666666666666,-0.9458303813923989,True,0.1686478234161747
-0.1348888888888889,-0.9448624393231702,True,0.17157595321002983
-0.13111111111111112,-0.9438741480297361,True,0.17456254828982357
-0.13111111111111112,0.5537238685548631,False,1.1094238038282187
-0.13111111111111112,0.6652731987865174,True,0.8918585135621679
-0.12733333333333335,-0.9428649498113101,True,0.1776090982677051
-0.12733333333333335,0.5157451101227001,False,1.1744111702152384
-0.12733333333333335,0.6943089813101857,True,0.8286960615552197
-0.12355555555555556,-0.9418342651120681,True,0.18071714729729696
-0.12355555555555556,0.48710782517652895,False,1.2203615466428674
-0.12355555555555556,0.7139823707072118,True,0.7843666789108954
-0.11977777777777779,-0.9407814929185144,True,0.18388829213121785
-0.11977777777777779,0.46262954964540237,False,1.2575582396718277
-0.11977777777777779,0.7294752151338872,True,0.7485854568085903
-0.11600000000000002,-0.9397060073818857,True,0.18712419150463264
-0.11600000000000002,0.4406420401377994,False,1.289335347941117
-0.11600000000000002,0.7424551150463043,True,0.7180166434265264
-0.11222222222222222,-0.9386071586128779,True,0.1904265628810558
-0.11222222222222222,0.4203539114878365,False,1.317284142555002
-0.11222222222222222,0.7537127904225176,True,0.6910672472856034
-0.10844444444444445,-0.937484270297462,True,0.19379718871173657
-0.10844444444444445,0.4013156799080212,False,1.3423131600959404
-0.10844444444444445,0.7636970308545964,True,0.6668269521021979
-0.10466666666666669,-0.9363366383061077,True,0.1972379196249877
-0.10466666666666669,0.38324297998562434,False,1.3649997092667814
-0.10466666666666669,0.7726914813338048,True,0.6447165994786727
-0.10088888888888892,-0.9351635293030098,True,0.20075067753846182
-0.10088888888888892,0.3659423394166466,False,1.385737926755635
-0.10088888888888892,0.7808888643377175,True,0.6243401304853597
-0.09711111111111112,-0.9339641789579476,True,0.20433745987745092
-0.09711111111111112,0.3492750093182748,False,1.4048111485851507
-0.09711111111111112,0.7884271471335812,True,0.6054122138604838
-0.09333333333333335,-0.9327377903568286,True,0.20800034310441742
-0.09333333333333335,0.333137417084504,False,1.4224311381412245
-0.09333333333333335,0.7954090893200536,True,0.5877190090032688
-0.08955555555555558,-0.9314835314188197,True,0.21174148911283963
-0.08955555555555558,0.3174497612361571,False,1.438761038545771
-0.08955555555555558,0.8019136444009073,True,0.5710952110778484
-0.08577777777777781,-0.9302005339029378,True,0.2155631467627032
-0.08577777777777781,0.30214895383364837,False,1.453929615515571
-0.08577777777777781,0.8080030137959867,True,0.555409807514564
-0.08200000000000002,-0.9288878900304519,True,0.2194676604076401
-0.08200000000000002,0.28718404204558406,False,1.4680405215909764
-0.08200000000000002,0.8137272264647021,True,0.5405568014561016
-0.07822222222222225,-0.9275446508954264,True,0.22345747295245053
-0.07822222222222225,0.27251311903873376,False,1.4811785599228495
-0.07822222222222225,0.8191272236450464,True,0.5264489463736929
-0.07444444444444448,-0.9261698228884429,True,0.2275351346732647
